"family","binomial","collectDate","country","stateProv","county"
"Apocynaceae","Apocynum cannabinum",2004-07-13,"United States","California","Tuolumne"
"Apocynaceae","Asclepias cordifolia",2011-06-07,"United States","California","Amador"
"Apocynaceae","Asclepias speciosa",1994-07-04,"United States","California","Modoc"
"Apocynaceae","Asclepias albicans",1941-04-09,"United States","California","Imperial"
"Apocynaceae","Apocynum androsaemifolium",1958-07-02,"United States","Washington","Okanogan"
"Apocynaceae","Apocynum androsaemifolium",1979-07-31,"United States","California","Humboldt"
"Apocynaceae","Asclepias subulata",1992-04-02,"United States","California","San Diego"
"Apocynaceae","Asclepias subulata",1960-03-13,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias speciosa",1994-07-22,"Canada","British Columbia","Cariboo"
"Apocynaceae","Asclepias curassavica",2003-03-23,"Mexico","Chihuahua","Batopilas"
"Apocynaceae","Apocynum androsaemifolium",2001-06-21,"United States","Montana","Flathead"
"Apocynaceae","Asclepias erosa",1903-05-23,"United States","California","Kern"
"Apocynaceae","Aspidosperma megalocarpon",1991-04-05,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Cycladenia humilis",1985-05-23,"United States","Utah","Grand"
"Apocynaceae","Asclepias ovata",1989-09-30,"Mexico","Durango","Tepehuanes"
"Apocynaceae","Asclepias subulata",2010-11-02,"United States","California","Imperial"
"Apocynaceae","Apocynum cannabinum",1978-06-15,"Canada","Alberta","Division No. 1"
"Apocynaceae","Apocynum androsaemifolium",1981-06-01,"United States","Washington","Okanogan"
"Apocynaceae","Asclepias hypoleuca",1992-07-02,"Mexico","Sonora","Yécora"
"Apocynaceae","Asclepias subverticillata",1978-06-10,"United States","Texas","El Paso"
"Apocynaceae","Amsonia tomentosa",1949-04-18,"United States","California","San Bernardino"
"Apocynaceae","Cycladenia humilis",NA,"United States","California","Lassen"
"Apocynaceae","Matelea cordifolia",1991-02-20,"Mexico","Sonora","Hermosillo"
"Apocynaceae","Seutera palmeri",1958-01-14,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias californica",1982-05-22,"United States","California","Kern"
"Apocynaceae","Apocynum androsaemifolium",1943-08-08,"Canada","British Columbia","East Kootenay"
"Apocynaceae","Asclepias erosa",1991-04-28,"United States","California","Riverside"
"Apocynaceae","Asclepias cryptoceras",NA,"United States","Colorado","Moffat"
"Apocynaceae","Plumeria rubra",1975-06-24,NA,NA,NA
"Apocynaceae","Apocynum cannabinum",1988-07-16,"Mexico","Baja California","Ensenada"
"Apocynaceae","Asclepias lemmonii",1934-10-07,"United States","Arizona","Pima"
"Apocynaceae","Apocynum androsaemifolium",1997-07-02,"United States","California","Lake"
"Apocynaceae","Asclepias erosa",1977-09-12,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1995-07-31,"United States","California","Modoc"
"Apocynaceae","Amsonia tomentosa",1973-05-31,"United States","California","San Bernardino"
"Apocynaceae","Asclepias vestita",1933-05-15,"United States","California","San Bernardino"
"Apocynaceae","Asclepias asperula",1973-05-31,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subulata",1927-10-08,"United States","California","Riverside"
"Apocynaceae","Asclepias subulata",2011-09-02,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",2010-07-30,"United States","California","Siskiyou"
"Apocynaceae","Asclepias macrotis",1977-08-03,"United States","New Mexico","Socorro"
"Apocynaceae","Haplophyton crooksii",1978-12-02,"United States","Arizona","Pima"
"Apocynaceae","Asclepias vestita",1909-04-17,"United States","California","San Luis Obispo"
"Apocynaceae","Apocynum cannabinum",1928-07-07,"United States","California","Los Angeles"
"Apocynaceae","Funastrum cynanchoides",1987-04-24,"Mexico","Baja California","Ensenada"
"Apocynaceae","Apocynum x floribundum",2008-06-06,"Canada","British Columbia","Thompson-Nicola"
"Apocynaceae","Apocynum androsaemifolium",1961-07-14,"United States","Colorado","Teller"
"Apocynaceae","Apocynum androsaemifolium",1996-07-08,"United States","Oregon","Benton"
"Apocynaceae","Asclepias subverticillata",1977-06-25,"United States","Texas","El Paso"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","Oregon","Josephine"
"Apocynaceae","Asclepias speciosa",NA,"United States","Colorado","Garfield"
"Apocynaceae","Apocynum androsaemifolium",1934-08-13,"Canada","British Columbia","East Kootenay"
"Apocynaceae","Cynanchum utahense",1959-08-19,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1901-07-04,"United States","Arizona","Navajo"
"Apocynaceae","Apocynum androsaemifolium",1971-08-31,"United States","California","Placer"
"Apocynaceae","Funastrum cynanchoides",1982-09-16,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Asclepias erosa",2009-09-24,"United States","California","San Bernardino"
"Apocynaceae","Asclepias verticillata",2005-08-19,"United States","New Mexico","Dona Ana"
"Apocynaceae","Asclepias pumila",2004-08-24,NA,NA,NA
"Apocynaceae","Marsdenia edulis",1971-09-04,"Mexico","Sonora","La Colorada"
"Apocynaceae","Amsonia peeblesii",1934-05-27,"United States","Arizona","Coconino"
"Apocynaceae","Asclepias curassavica",1993-11-17,"Mexico","Sinaloa","Mazatlán"
"Apocynaceae","Apocynum cannabinum",1991-06-01,"United States","Montana","Powell"
"Apocynaceae","Asclepias erosa",1931-09-15,"United States","California","Riverside"
"Apocynaceae","Asclepias subverticillata",1980-09-28,"United States","New Mexico","Bernalillo"
"Apocynaceae","Apocynum androsaemifolium",1987-06-01,"United States","Idaho","Idaho"
"Apocynaceae","Apocynum androsaemifolium",1990-06-01,"United States","Montana","Lincoln"
"Apocynaceae","Apocynum cannabinum",2009-09-29,"Mexico","Sonora","Agua Prieta"
"Apocynaceae","Funastrum clausum",1972-11-17,"Mexico","Baja California","Ensenada"
"Apocynaceae","Amsonia tomentosa",2009-04-06,"United States","California","San Bernardino"
"Apocynaceae","Alyxia stellata",1996-04-29,NA,NA,NA
"Apocynaceae","Apocynum cannabinum",1980-05-27,"Canada","Alberta","Division No. 4"
"Apocynaceae","Amsonia palmeri",1979-05-12,"United States","Arizona","Graham"
"Apocynaceae","Haplophyton crooksii",1977-11-04,"United States","Texas","El Paso"
"Apocynaceae","Apocynum cannabinum",1968-06-25,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","California","Placer"
"Apocynaceae","Asclepias cordifolia",1944-05-30,"United States","California","Del Norte"
"Apocynaceae","Cycladenia humilis",1977-06-21,"United States","California","Siskiyou"
"Apocynaceae","Asclepias hallii",2004-07-24,"United States","Colorado","Saguache"
"Apocynaceae","Funastrum crispum",1938-09-28,"Mexico","Baja California","Ensenada"
"Apocynaceae","Seutera palmeri",1952-04-03,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Apocynum androsaemifolium",1907-06-26,"United States","Arizona","Cochise"
"Apocynaceae","Apocynum androsaemifolium",1960-08-27,"United States","Oregon","Jefferson"
"Apocynaceae","Asclepias californica",2003-06-18,"United States","California","Los Angeles"
"Apocynaceae","Asclepias erosa",1901-06-01,"United States","California","Riverside"
"Apocynaceae","Asclepias subulata",2011-12-01,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",2009-07-16,"United States","California","Placer"
"Apocynaceae","Funastrum cynanchoides",2016-01-22,"United States","California","Imperial"
"Apocynaceae","Asclepias californica",1958-06-04,"United States","California","Monterey"
"Apocynaceae","Asclepias cordifolia",1889-04-30,"United States","California","Contra Costa"
"Apocynaceae","Asclepias subulata",2001-11-24,"United States","Arizona","Maricopa"
"Apocynaceae","Apocynum x floribundum",2003-05-29,"Canada","British Columbia","Central Okanagan"
"Apocynaceae","Cycladenia humilis",2011-08-08,"United States","California","Colusa"
"Apocynaceae","Asclepias subulata",1939-05-06,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1990-05-30,"United States","New Mexico","Bernalillo"
"Apocynaceae","Funastrum cynanchoides",1964-09-11,"United States","California","Ventura"
"Apocynaceae","Apocynum cannabinum",1994-06-14,"United States","California","Trinity"
"Apocynaceae","Apocynum androsaemifolium",1953-07-19,NA,NA,NA
"Apocynaceae","Dictyanthus reticulatus",2007-10-10,"Mexico","Jalisco","Tomatlán"
"Apocynaceae","Asclepias brachystephana",1983-06-26,"Mexico","Chihuahua","Aquiles Serdán"
"Apocynaceae","Amsonia palmeri",1931-03-24,"United States","Arizona","Yavapai"
"Apocynaceae","Apocynum androsaemifolium",1989-06-12,"United States","Oregon","Douglas"
"Apocynaceae","Asclepias subverticillata",1960-07-27,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias californica",1949-05-18,"United States","California","Alameda"
"Apocynaceae","Cycladenia humilis",1966-06-20,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1928-07-22,"United States","Arizona","Coconino"
"Apocynaceae","Asclepias californica",2000-04-09,"United States","California","Ventura"
"Apocynaceae","Apocynum androsaemifolium",1917-07-20,"United States","California","Fresno"
"Apocynaceae","Apocynum androsaemifolium",2008-06-26,"United States","Washington","Kittitas"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Idaho","Idaho"
"Apocynaceae","Funastrum cynanchoides",1967-02-26,"United States","California","San Diego"
"Apocynaceae","Asclepias verticillata",1973-07-27,"United States","Montana","Garfield"
"Apocynaceae","Asclepias nyctaginifolia",2010-05-26,"United States","California","San Bernardino"
"Apocynaceae","Asclepias cryptoceras",1986-04-20,"United States","Colorado","Mesa"
"Apocynaceae","Asclepias cryptoceras",NA,"United States","Colorado","Rio Blanco"
"Apocynaceae","Apocynum androsaemifolium",1946-08-05,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1981-06-29,"United States","Colorado","Jefferson"
"Apocynaceae","Haplophyton crooksii",1996-08-11,"Mexico","Sonora","Magdalena"
"Apocynaceae","Marsdenia astephanoides",1997-09-16,NA,NA,NA
"Apocynaceae","Asclepias speciosa",1886-08-06,"United States","Oregon","Hood River"
"Apocynaceae","Apocynum cannabinum",2001-09-22,"United States","Arizona","Pima"
"Apocynaceae","Mandevilla foliosa",1981-07-16,"Mexico","Chihuahua","Chihuahua"
"Apocynaceae","Haplophyton crooksii",1991-10-11,"Mexico","Sonora","Arizpe"
"Apocynaceae","Asclepias linaria",1996-09-08,"Mexico","Sonora","Yécora"
"Apocynaceae","Asclepias cryptoceras",1979-05-22,"United States","Nevada","Pershing"
"Apocynaceae","Asclepias speciosa",NA,"Canada","British Columbia","Thompson-Nicola"
"Apocynaceae","Funastrum cynanchoides",1991-03-17,"United States","California","Riverside"
"Apocynaceae","Cycladenia humilis",1998-09-07,"United States","California","Los Angeles"
"Apocynaceae","Asclepias californica",2002-06-15,"United States","California","San Diego"
"Apocynaceae","Apocynum cannabinum",2001-06-30,"United States","California","Riverside"
"Apocynaceae","Asclepias brachystephana",1955-06-05,"Mexico","Chihuahua","Rosario"
"Apocynaceae","Funastrum cynanchoides",1887-08-12,"Mexico","Chihuahua","Juárez"
"Apocynaceae","Funastrum cynanchoides",1938-07-06,"Mexico","Sonora","Rosario"
"Apocynaceae","Cycladenia humilis",1995-07-14,"United States","California","San Diego"
"Apocynaceae","Amsonia tomentosa",1977-05-10,"United States","California","Inyo"
"Apocynaceae","Asclepias subulata",1930-08-17,"United States","California","Riverside"
"Apocynaceae","Cynanchum utahense",2005-04-30,"United States","California","San Bernardino"
"Apocynaceae","Marsdenia coulteri",1998-09-12,"Mexico","Sinaloa","Mocorito"
"Apocynaceae","Funastrum hirtellum",1988-03-04,"Mexico","Baja California","Mexicali"
"Apocynaceae","Asclepias subverticillata",1976-08-01,"United States","New Mexico","Socorro"
"Apocynaceae","Matelea cordifolia",1989-01-24,"Mexico","Sonora","Caborca"
"Apocynaceae","Asclepias erosa",2012-05-29,"United States","California","San Bernardino"
"Apocynaceae","Asclepias viridiflora",NA,"United States","Colorado","Larimer"
"Apocynaceae","Asclepias albicans",2000-04-20,"United States","California","Imperial"
"Apocynaceae","Apocynum androsaemifolium",1956-07-06,"United States","Idaho","Idaho"
"Apocynaceae","Apocynum androsaemifolium",1937-08-24,"United States","California","Inyo"
"Apocynaceae","Asclepias asperula",NA,"United States","Arizona","Mohave"
"Apocynaceae","Asclepias erosa",2010-06-15,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",1975-03-28,"United States","California","San Diego"
"Apocynaceae","Asclepias vestita",1935-05-15,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1995-08-01,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1931-06-26,"United States","Oregon","Deschutes"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","Colorado","Larimer"
"Apocynaceae","Asclepias nummularia",1881-09-01,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias subverticillata",1942-08-30,"United States","New Mexico","Grant"
"Apocynaceae","Asclepias cordifolia",1934-05-12,"United States","California","Kern"
"Apocynaceae","Apocynum cannabinum",1973-07-26,"United States","Montana","Petroleum"
"Apocynaceae","Asclepias cordifolia",1876-06-19,"United States","Nevada","White Pine"
"Apocynaceae","Asclepias cryptoceras",NA,"United States","Colorado","Garfield"
"Apocynaceae","Apocynum androsaemifolium",1972-07-10,"United States","Idaho","Cassia"
"Apocynaceae","Asclepias asperula",NA,"United States","Colorado","Fremont"
"Apocynaceae","Matelea chihuahuensis",1975-07-20,"Mexico","Chihuahua","Chihuahua"
"Apocynaceae","Vallesia glabra",1968-08-01,"Mexico","Sonora","Onavas"
"Apocynaceae","Asclepias erosa",NA,"United States","California","San Luis Obispo"
"Apocynaceae","Asclepias albicans",2016-03-04,"United States","California","Imperial"
"Apocynaceae","Apocynum androsaemifolium",1953-07-25,"United States","California","Fresno"
"Apocynaceae","Apocynum cannabinum",1960-06-13,"United States","New Mexico","Catron"
"Apocynaceae","Asclepias cordifolia",1962-04-19,"United States","California","Butte"
"Apocynaceae","Funastrum cynanchoides",1960-10-27,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Apocynum androsaemifolium",1937-12-31,"United States","California","Inyo"
"Apocynaceae","Asclepias cordifolia",2008-05-29,"United States","Nevada","Douglas"
"Apocynaceae","Apocynum cannabinum",1933-07-04,"United States","Oregon","Wallowa"
"Apocynaceae","Funastrum cynanchoides",2014-09-24,"United States","California","Imperial"
"Apocynaceae","Funastrum torreyi",1973-06-19,"Mexico","Chihuahua","Julimes"
"Apocynaceae","Metastelma latifolium",1995-09-06,"Mexico","Sonora","Yécora"
"Apocynaceae","Asclepias speciosa",1935-07-25,"United States","Oregon","Josephine"
"Apocynaceae","Apocynum androsaemifolium",1991-08-22,"United States","Oregon","Grant"
"Apocynaceae","Asclepias californica",1952-04-27,"United States","California","Ventura"
"Apocynaceae","Apocynum androsaemifolium",1972-06-01,"United States","Montana","Cascade"
"Apocynaceae","Asclepias albicans",1928-03-10,"United States","Arizona","Yuma"
"Apocynaceae","Funastrum cynanchoides",2015-03-06,"United States","California","Imperial"
"Apocynaceae","Amsonia tomentosa",1935-05-29,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1998-07-29,"United States","California","Los Angeles"
"Apocynaceae","Apocynum androsaemifolium",1997-07-07,"United States","California","Tehama"
"Apocynaceae","Asclepias californica",1903-04-22,"United States","California","Inyo"
"Apocynaceae","Asclepias albicans",1966-03-02,"Mexico","Baja California","Ensenada"
"Apocynaceae","Matelea parvifolia",1978-04-23,"United States","Arizona","Pima"
"Apocynaceae","Apocynum androsaemifolium",2006-07-28,"United States","California","El Dorado"
"Apocynaceae","Asclepias subulata",2010-01-21,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias cordifolia",1922-06-06,"United States","Oregon","Josephine"
"Apocynaceae","Asclepias vestita",1966-05-28,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subulata",1936-12-17,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias cutleri",1943-05-22,"United States","Utah","San Juan"
"Apocynaceae","Polystemma guatemalense",1981-08-05,NA,NA,NA
"Apocynaceae","Asclepias asperula",1956-05-27,"United States","Arizona","Gila"
